transaction_id,amount,description,merchant,transaction_date,category,account_id
TXN004145,455.91,Lunch at Olive Garden,at Olive,2024-05-08,Restaurant,ACC2415
TXN004146,77.18,Shell gas station,gas station,2024-02-02,Gas,ACC3627
TXN004147,101.11,Car insurance monthly,insurance monthly,2024-09-24,Insurance,ACC6757
TXN004148,427.49,Electric bill payment,bill payment,2024-01-16,Utilities,ACC8084
TXN004149,389.05,Car insurance monthly,insurance monthly,2024-02-23,Insurance,ACC7593
TXN004150,99.12,Shell gas station,gas station,2024-04-18,Gas,ACC8920
TXN004151,488.19,Walmart grocery shopping,grocery shopping,2024-10-27,Grocery,ACC4715
TXN004152,280.94,Amazon online purchase,online purchase,2024-12-02,Shopping,ACC8501
TXN004153,323.05,Electric bill payment,bill payment,2024-07-17,Utilities,ACC4262
TXN004154,229.19,Lunch at Olive Garden,at Olive,2024-01-22,Restaurant,ACC1060
TXN004155,13.48,Electric bill payment,bill payment,2024-10-19,Utilities,ACC7103
TXN004156,210.69,Electric bill payment,bill payment,2024-11-28,Utilities,ACC1121
TXN004157,47.19,Amazon online purchase,online purchase,2024-06-10,Shopping,ACC2572
TXN004158,282.9,Car insurance monthly,insurance monthly,2024-10-31,Insurance,ACC2908
TXN004159,239.35,Shell gas station,gas station,2024-10-30,Gas,ACC6582
TXN004160,406.36,Netflix monthly subscription,monthly subscription,2024-03-02,Subscriptions,ACC6194
TXN004161,270.86,Movie tickets Cinemark,tickets Cinemark,2024-05-05,Entertainment,ACC7973
TXN004162,430.04,Lunch at Olive Garden,at Olive,2024-05-30,Restaurant,ACC1899
TXN004163,349.47,Shell gas station,gas station,2024-06-02,Gas,ACC7219
TXN004164,173.27,Movie tickets Cinemark,tickets Cinemark,2024-03-19,Entertainment,ACC7750
TXN004165,185.07,Car insurance monthly,insurance monthly,2024-02-08,Insurance,ACC9163
TXN004166,206.4,Movie tickets Cinemark,tickets Cinemark,2024-06-06,Entertainment,ACC1428
TXN004167,96.46,Electric bill payment,bill payment,2024-05-25,Utilities,ACC2524
TXN004168,303.44,Car insurance monthly,insurance monthly,2024-03-11,Insurance,ACC2640
TXN004169,52.1,Walmart grocery shopping,grocery shopping,2024-07-04,Grocery,ACC5328
TXN004170,444.76,Electric bill payment,bill payment,2024-06-19,Utilities,ACC3992
TXN004171,293.2,Doctor appointment co-pay,appointment co-pay,2024-10-22,Healthcare,ACC2291
TXN004172,141.87,Lunch at Olive Garden,at Olive,2024-04-28,Restaurant,ACC9868
TXN004173,467.93,Car insurance monthly,insurance monthly,2024-02-10,Insurance,ACC9946
TXN004174,330.66,Car insurance monthly,insurance monthly,2024-06-01,Insurance,ACC2645
TXN004175,159.39,Lunch at Olive Garden,at Olive,2024-07-25,Restaurant,ACC7884
TXN004176,138.18,Electric bill payment,bill payment,2024-02-17,Utilities,ACC1852
TXN004177,51.69,Walmart grocery shopping,grocery shopping,2024-03-11,Grocery,ACC1065
TXN004178,26.05,Amazon online purchase,online purchase,2024-02-24,Shopping,ACC6916
TXN004179,57.91,Car insurance monthly,insurance monthly,2024-07-26,Insurance,ACC3601
TXN004180,448.04,Car insurance monthly,insurance monthly,2024-10-29,Insurance,ACC5056
TXN004181,88.35,Electric bill payment,bill payment,2024-02-11,Utilities,ACC2701
TXN004182,237.81,Lunch at Olive Garden,at Olive,2024-11-18,Restaurant,ACC3075
TXN004183,123.1,Car insurance monthly,insurance monthly,2024-03-27,Insurance,ACC7683
TXN004184,438.16,Car insurance monthly,insurance monthly,2024-01-03,Insurance,ACC4072
TXN004185,122.77,Car insurance monthly,insurance monthly,2024-09-09,Insurance,ACC8040
TXN004186,335.11,Netflix monthly subscription,monthly subscription,2024-04-18,Subscriptions,ACC4153
TXN004187,175.41,Movie tickets Cinemark,tickets Cinemark,2024-09-27,Entertainment,ACC7627
TXN004188,455.82,Uber ride to downtown,ride to,2024-10-29,Transportation,ACC5713
TXN004189,310.11,Doctor appointment co-pay,appointment co-pay,2024-05-17,Healthcare,ACC3042
TXN004190,131.22,Uber ride to downtown,ride to,2024-12-27,Transportation,ACC9153
TXN004191,205.74,Walmart grocery shopping,grocery shopping,2024-01-01,Grocery,ACC4132
TXN004192,290.42,Shell gas station,gas station,2024-05-09,Gas,ACC2965
TXN004193,70.56,Doctor appointment co-pay,appointment co-pay,2024-12-09,Healthcare,ACC1658
TXN004194,373.72,Doctor appointment co-pay,appointment co-pay,2024-04-28,Healthcare,ACC2182
TXN004195,70.82,Uber ride to downtown,ride to,2024-12-16,Transportation,ACC4573
TXN004196,289.41,Walmart grocery shopping,grocery shopping,2024-05-21,Grocery,ACC4443
TXN004197,209.61,Lunch at Olive Garden,at Olive,2024-02-26,Restaurant,ACC6592
TXN004198,76.47,Amazon online purchase,online purchase,2024-04-15,Shopping,ACC3019
TXN004199,488.74,Electric bill payment,bill payment,2024-07-07,Utilities,ACC7205
TXN004200,341.76,Car insurance monthly,insurance monthly,2024-12-03,Insurance,ACC8264
TXN004201,429.59,Doctor appointment co-pay,appointment co-pay,2024-12-05,Healthcare,ACC3390
TXN004202,179.82,Uber ride to downtown,ride to,2024-04-15,Transportation,ACC4977
TXN004203,474.83,Amazon online purchase,online purchase,2024-09-07,Shopping,ACC8167
TXN004204,6.51,Movie tickets Cinemark,tickets Cinemark,2024-01-26,Entertainment,ACC8595
TXN004205,391.79,Lunch at Olive Garden,at Olive,2024-03-22,Restaurant,ACC1976
TXN004206,148.09,Car insurance monthly,insurance monthly,2024-08-22,Insurance,ACC7773
TXN004207,74.65,Movie tickets Cinemark,tickets Cinemark,2024-02-26,Entertainment,ACC5576
TXN004208,385.68,Uber ride to downtown,ride to,2024-03-31,Transportation,ACC8753
TXN004209,295.31,Walmart grocery shopping,grocery shopping,2024-09-28,Grocery,ACC6699
TXN004210,227.42,Doctor appointment co-pay,appointment co-pay,2024-06-04,Healthcare,ACC5515
TXN004211,138.47,Uber ride to downtown,ride to,2024-09-01,Transportation,ACC8870
TXN004212,452.88,Amazon online purchase,online purchase,2024-04-22,Shopping,ACC1280
TXN004213,195.37,Amazon online purchase,online purchase,2024-04-30,Shopping,ACC9350
TXN004214,59.36,Shell gas station,gas station,2024-11-24,Gas,ACC7075
TXN004215,346.5,Movie tickets Cinemark,tickets Cinemark,2024-09-24,Entertainment,ACC5453
TXN004216,400.73,Car insurance monthly,insurance monthly,2024-12-03,Insurance,ACC7614
TXN004217,285.74,Walmart grocery shopping,grocery shopping,2024-01-11,Grocery,ACC2755
TXN004218,129.79,Movie tickets Cinemark,tickets Cinemark,2024-05-03,Entertainment,ACC5002
TXN004219,428.65,Car insurance monthly,insurance monthly,2024-12-08,Insurance,ACC9682
TXN004220,488.84,Amazon online purchase,online purchase,2024-04-03,Shopping,ACC1055
TXN004221,167.05,Lunch at Olive Garden,at Olive,2024-03-17,Restaurant,ACC7876
TXN004222,5.72,Electric bill payment,bill payment,2024-10-17,Utilities,ACC4168
TXN004223,367.65,Walmart grocery shopping,grocery shopping,2024-04-05,Grocery,ACC7960
TXN004224,295.17,Movie tickets Cinemark,tickets Cinemark,2024-05-08,Entertainment,ACC7585
TXN004225,284.78,Netflix monthly subscription,monthly subscription,2024-12-08,Subscriptions,ACC6847
TXN004226,238.57,Uber ride to downtown,ride to,2024-02-19,Transportation,ACC4215
TXN004227,27.67,Electric bill payment,bill payment,2024-05-05,Utilities,ACC6507
TXN004228,380.67,Amazon online purchase,online purchase,2024-07-01,Shopping,ACC9724
TXN004229,117.65,Amazon online purchase,online purchase,2024-06-19,Shopping,ACC1269
TXN004230,56.08,Walmart grocery shopping,grocery shopping,2024-12-19,Grocery,ACC3244
TXN004231,433.94,Uber ride to downtown,ride to,2024-04-28,Transportation,ACC4358
TXN004232,269.82,Uber ride to downtown,ride to,2024-08-27,Transportation,ACC2189
TXN004233,223.43,Car insurance monthly,insurance monthly,2024-02-22,Insurance,ACC3223
TXN004234,113.14,Doctor appointment co-pay,appointment co-pay,2024-04-23,Healthcare,ACC2586
TXN004235,10.79,Movie tickets Cinemark,tickets Cinemark,2024-01-19,Entertainment,ACC7703
TXN004236,323.29,Movie tickets Cinemark,tickets Cinemark,2024-03-02,Entertainment,ACC8370
TXN004237,173.7,Walmart grocery shopping,grocery shopping,2024-04-17,Grocery,ACC4878
TXN004238,51.29,Walmart grocery shopping,grocery shopping,2024-11-09,Grocery,ACC5101
TXN004239,374.48,Car insurance monthly,insurance monthly,2024-11-02,Insurance,ACC4951
TXN004240,346.05,Amazon online purchase,online purchase,2024-01-23,Shopping,ACC9864
TXN004241,463.48,Lunch at Olive Garden,at Olive,2024-03-26,Restaurant,ACC9020
TXN004242,444.3,Uber ride to downtown,ride to,2024-04-20,Transportation,ACC2639
TXN004243,293.53,Car insurance monthly,insurance monthly,2024-02-15,Insurance,ACC5549
TXN004244,349.71,Uber ride to downtown,ride to,2024-01-01,Transportation,ACC6847
TXN004245,349.49,Car insurance monthly,insurance monthly,2024-08-19,Insurance,ACC1440
TXN004246,15.57,Netflix monthly subscription,monthly subscription,2024-02-19,Subscriptions,ACC5509
TXN004247,412.05,Shell gas station,gas station,2024-04-08,Gas,ACC4837
TXN004248,101.95,Shell gas station,gas station,2024-01-24,Gas,ACC4425
TXN004249,151.02,Shell gas station,gas station,2024-04-11,Gas,ACC2003
TXN004250,116.68,Amazon online purchase,online purchase,2024-12-04,Shopping,ACC3203
TXN004251,364.24,Walmart grocery shopping,grocery shopping,2024-01-17,Grocery,ACC4345
TXN004252,418.2,Movie tickets Cinemark,tickets Cinemark,2024-07-06,Entertainment,ACC8074
TXN004253,417.64,Walmart grocery shopping,grocery shopping,2024-03-19,Grocery,ACC3606
TXN004254,8.77,Uber ride to downtown,ride to,2024-08-30,Transportation,ACC7136
TXN004255,91.67,Car insurance monthly,insurance monthly,2024-01-18,Insurance,ACC7887
TXN004256,383.39,Walmart grocery shopping,grocery shopping,2024-02-25,Grocery,ACC4469
TXN004257,210.45,Shell gas station,gas station,2024-02-07,Gas,ACC8120
TXN004258,136.74,Shell gas station,gas station,2024-04-27,Gas,ACC9523
TXN004259,442.5,Car insurance monthly,insurance monthly,2024-12-31,Insurance,ACC9697
TXN004260,492.28,Netflix monthly subscription,monthly subscription,2024-10-29,Subscriptions,ACC8422
TXN004261,268.76,Netflix monthly subscription,monthly subscription,2024-03-21,Subscriptions,ACC4532
TXN004262,90.21,Uber ride to downtown,ride to,2024-08-17,Transportation,ACC8292
TXN004263,133.81,Electric bill payment,bill payment,2024-05-22,Utilities,ACC4508
TXN004264,205.88,Doctor appointment co-pay,appointment co-pay,2024-01-11,Healthcare,ACC7152
TXN004265,463.99,Amazon online purchase,online purchase,2024-10-01,Shopping,ACC2889
TXN004266,450.91,Shell gas station,gas station,2024-12-21,Gas,ACC4764
TXN004267,475.03,Car insurance monthly,insurance monthly,2024-12-24,Insurance,ACC2854
TXN004268,200.33,Amazon online purchase,online purchase,2024-10-13,Shopping,ACC3215
TXN004269,94.0,Car insurance monthly,insurance monthly,2024-01-28,Insurance,ACC4797
TXN004270,454.46,Doctor appointment co-pay,appointment co-pay,2024-03-05,Healthcare,ACC9329
TXN004271,442.79,Car insurance monthly,insurance monthly,2024-11-06,Insurance,ACC4956
TXN004272,46.37,Car insurance monthly,insurance monthly,2024-10-02,Insurance,ACC9602
TXN004273,133.53,Walmart grocery shopping,grocery shopping,2024-10-02,Grocery,ACC6440
TXN004274,414.91,Shell gas station,gas station,2024-10-08,Gas,ACC1721
TXN004275,425.87,Amazon online purchase,online purchase,2024-08-06,Shopping,ACC4363
TXN004276,350.89,Doctor appointment co-pay,appointment co-pay,2024-03-12,Healthcare,ACC2464
TXN004277,314.3,Shell gas station,gas station,2024-09-22,Gas,ACC2170
TXN004278,44.68,Car insurance monthly,insurance monthly,2024-08-04,Insurance,ACC6273
TXN004279,342.26,Shell gas station,gas station,2024-08-23,Gas,ACC6532
TXN004280,383.91,Lunch at Olive Garden,at Olive,2024-01-16,Restaurant,ACC1447
TXN004281,432.13,Lunch at Olive Garden,at Olive,2024-12-06,Restaurant,ACC1497
TXN004282,86.64,Electric bill payment,bill payment,2024-02-12,Utilities,ACC2328
TXN004283,242.99,Doctor appointment co-pay,appointment co-pay,2024-02-12,Healthcare,ACC2609
TXN004284,325.54,Car insurance monthly,insurance monthly,2024-08-12,Insurance,ACC1937
TXN004285,17.79,Netflix monthly subscription,monthly subscription,2024-11-18,Subscriptions,ACC3453
TXN004286,192.63,Electric bill payment,bill payment,2024-06-29,Utilities,ACC2886
TXN004287,377.5,Movie tickets Cinemark,tickets Cinemark,2024-09-15,Entertainment,ACC5273
TXN004288,275.16,Walmart grocery shopping,grocery shopping,2024-03-22,Grocery,ACC3423
TXN004289,272.31,Netflix monthly subscription,monthly subscription,2024-11-03,Subscriptions,ACC5705
TXN004290,455.58,Car insurance monthly,insurance monthly,2024-09-08,Insurance,ACC2255
TXN004291,413.06,Shell gas station,gas station,2024-03-18,Gas,ACC5734
TXN004292,395.21,Netflix monthly subscription,monthly subscription,2024-09-13,Subscriptions,ACC6146
TXN004293,24.99,Amazon online purchase,online purchase,2024-07-13,Shopping,ACC8121
TXN004294,26.85,Lunch at Olive Garden,at Olive,2024-08-27,Restaurant,ACC1800
TXN004295,443.47,Movie tickets Cinemark,tickets Cinemark,2024-01-02,Entertainment,ACC7191
TXN004296,48.9,Electric bill payment,bill payment,2024-06-25,Utilities,ACC9452
TXN004297,79.23,Car insurance monthly,insurance monthly,2024-05-20,Insurance,ACC7188
TXN004298,121.72,Walmart grocery shopping,grocery shopping,2024-10-15,Grocery,ACC3445
TXN004299,117.78,Car insurance monthly,insurance monthly,2024-05-17,Insurance,ACC6269
TXN004300,186.27,Lunch at Olive Garden,at Olive,2024-07-08,Restaurant,ACC3789
TXN004301,366.15,Uber ride to downtown,ride to,2024-10-22,Transportation,ACC1645
TXN004302,31.25,Amazon online purchase,online purchase,2024-11-16,Shopping,ACC4406
TXN004303,303.04,Uber ride to downtown,ride to,2024-05-03,Transportation,ACC8537
TXN004304,394.33,Electric bill payment,bill payment,2024-11-12,Utilities,ACC1278
TXN004305,96.46,Car insurance monthly,insurance monthly,2024-11-15,Insurance,ACC2057
TXN004306,401.99,Movie tickets Cinemark,tickets Cinemark,2024-02-01,Entertainment,ACC3005
TXN004307,418.27,Movie tickets Cinemark,tickets Cinemark,2024-07-19,Entertainment,ACC3035
TXN004308,370.56,Car insurance monthly,insurance monthly,2024-10-11,Insurance,ACC5286
TXN004309,481.27,Movie tickets Cinemark,tickets Cinemark,2024-11-16,Entertainment,ACC3907
TXN004310,251.73,Amazon online purchase,online purchase,2024-10-07,Shopping,ACC5079
TXN004311,192.15,Doctor appointment co-pay,appointment co-pay,2024-09-21,Healthcare,ACC4075
TXN004312,202.86,Walmart grocery shopping,grocery shopping,2024-09-27,Grocery,ACC4968
TXN004313,75.04,Walmart grocery shopping,grocery shopping,2024-03-20,Grocery,ACC7554
TXN004314,364.36,Movie tickets Cinemark,tickets Cinemark,2024-11-12,Entertainment,ACC9547
TXN004315,206.78,Movie tickets Cinemark,tickets Cinemark,2024-10-19,Entertainment,ACC3598
TXN004316,440.33,Doctor appointment co-pay,appointment co-pay,2024-01-11,Healthcare,ACC3138
TXN004317,218.29,Car insurance monthly,insurance monthly,2024-07-07,Insurance,ACC2705
TXN004318,45.67,Movie tickets Cinemark,tickets Cinemark,2024-06-07,Entertainment,ACC1668
TXN004319,473.0,Movie tickets Cinemark,tickets Cinemark,2024-07-18,Entertainment,ACC7387
TXN004320,473.34,Electric bill payment,bill payment,2024-03-21,Utilities,ACC7122
TXN004321,97.36,Lunch at Olive Garden,at Olive,2024-05-28,Restaurant,ACC4753
TXN004322,173.27,Electric bill payment,bill payment,2024-12-11,Utilities,ACC4063
TXN004323,479.81,Doctor appointment co-pay,appointment co-pay,2024-05-30,Healthcare,ACC1381
TXN004324,237.57,Walmart grocery shopping,grocery shopping,2024-12-08,Grocery,ACC6041
TXN004325,432.23,Movie tickets Cinemark,tickets Cinemark,2024-07-29,Entertainment,ACC9404
TXN004326,255.08,Car insurance monthly,insurance monthly,2024-10-21,Insurance,ACC1368
TXN004327,187.34,Walmart grocery shopping,grocery shopping,2024-04-25,Grocery,ACC9207
TXN004328,416.06,Shell gas station,gas station,2024-09-22,Gas,ACC5512
TXN004329,235.51,Shell gas station,gas station,2024-06-18,Gas,ACC2008
TXN004330,23.58,Electric bill payment,bill payment,2024-12-10,Utilities,ACC1942
TXN004331,106.3,Doctor appointment co-pay,appointment co-pay,2024-05-29,Healthcare,ACC4541
TXN004332,101.19,Electric bill payment,bill payment,2024-04-16,Utilities,ACC9621
TXN004333,160.96,Netflix monthly subscription,monthly subscription,2024-05-11,Subscriptions,ACC3001
TXN004334,404.32,Doctor appointment co-pay,appointment co-pay,2024-07-21,Healthcare,ACC2674
TXN004335,357.1,Walmart grocery shopping,grocery shopping,2024-02-16,Grocery,ACC8450
TXN004336,362.02,Amazon online purchase,online purchase,2024-09-26,Shopping,ACC3027
TXN004337,305.2,Lunch at Olive Garden,at Olive,2024-10-05,Restaurant,ACC4254
TXN004338,50.25,Netflix monthly subscription,monthly subscription,2024-05-03,Subscriptions,ACC4243
TXN004339,71.68,Doctor appointment co-pay,appointment co-pay,2024-09-09,Healthcare,ACC6292
TXN004340,441.78,Lunch at Olive Garden,at Olive,2024-04-25,Restaurant,ACC1569
TXN004341,459.47,Walmart grocery shopping,grocery shopping,2024-02-09,Grocery,ACC9272
TXN004342,495.75,Electric bill payment,bill payment,2024-09-11,Utilities,ACC2561
TXN004343,429.9,Car insurance monthly,insurance monthly,2024-08-24,Insurance,ACC9592
TXN004344,456.2,Lunch at Olive Garden,at Olive,2024-01-05,Restaurant,ACC4419
TXN004345,295.11,Lunch at Olive Garden,at Olive,2024-01-14,Restaurant,ACC6481
TXN004346,277.12,Walmart grocery shopping,grocery shopping,2024-07-31,Grocery,ACC9583
TXN004347,345.76,Doctor appointment co-pay,appointment co-pay,2024-01-07,Healthcare,ACC6469
TXN004348,135.62,Amazon online purchase,online purchase,2024-08-29,Shopping,ACC5647
TXN004349,480.38,Walmart grocery shopping,grocery shopping,2024-11-01,Grocery,ACC7807
TXN004350,341.66,Netflix monthly subscription,monthly subscription,2024-01-02,Subscriptions,ACC7418
TXN004351,397.08,Netflix monthly subscription,monthly subscription,2024-07-07,Subscriptions,ACC3194
TXN004352,159.06,Walmart grocery shopping,grocery shopping,2024-01-30,Grocery,ACC2161
TXN004353,321.45,Car insurance monthly,insurance monthly,2024-03-04,Insurance,ACC5699
TXN004354,149.66,Car insurance monthly,insurance monthly,2024-02-25,Insurance,ACC4790
TXN004355,241.29,Car insurance monthly,insurance monthly,2024-07-22,Insurance,ACC1432
TXN004356,379.48,Shell gas station,gas station,2024-10-27,Gas,ACC7672
TXN004357,408.4,Shell gas station,gas station,2024-04-09,Gas,ACC3583
TXN004358,302.97,Netflix monthly subscription,monthly subscription,2024-04-20,Subscriptions,ACC3422
TXN004359,228.39,Doctor appointment co-pay,appointment co-pay,2024-02-07,Healthcare,ACC6491
TXN004360,42.99,Uber ride to downtown,ride to,2024-06-21,Transportation,ACC5180
TXN004361,69.38,Movie tickets Cinemark,tickets Cinemark,2024-01-19,Entertainment,ACC9783
TXN004362,415.64,Lunch at Olive Garden,at Olive,2024-07-27,Restaurant,ACC1348
TXN004363,248.73,Doctor appointment co-pay,appointment co-pay,2024-06-21,Healthcare,ACC7479
TXN004364,483.31,Uber ride to downtown,ride to,2024-08-07,Transportation,ACC1759
TXN004365,62.67,Walmart grocery shopping,grocery shopping,2024-09-22,Grocery,ACC3110
TXN004366,469.73,Lunch at Olive Garden,at Olive,2024-08-06,Restaurant,ACC4161
TXN004367,443.04,Car insurance monthly,insurance monthly,2024-01-29,Insurance,ACC6919
TXN004368,442.85,Uber ride to downtown,ride to,2024-07-18,Transportation,ACC2448
TXN004369,81.23,Uber ride to downtown,ride to,2024-01-14,Transportation,ACC8465
TXN004370,470.45,Electric bill payment,bill payment,2024-02-07,Utilities,ACC4487
TXN004371,384.96,Shell gas station,gas station,2024-02-21,Gas,ACC5161
TXN004372,30.77,Electric bill payment,bill payment,2024-06-23,Utilities,ACC8041
TXN004373,95.78,Car insurance monthly,insurance monthly,2024-09-17,Insurance,ACC2782
TXN004374,215.11,Amazon online purchase,online purchase,2024-09-05,Shopping,ACC3336
TXN004375,492.04,Doctor appointment co-pay,appointment co-pay,2024-11-14,Healthcare,ACC5321
TXN004376,62.34,Lunch at Olive Garden,at Olive,2024-05-28,Restaurant,ACC5980
TXN004377,397.94,Lunch at Olive Garden,at Olive,2024-10-10,Restaurant,ACC8330
TXN004378,152.73,Electric bill payment,bill payment,2024-04-09,Utilities,ACC8813
TXN004379,369.65,Car insurance monthly,insurance monthly,2024-12-07,Insurance,ACC9660
TXN004380,27.83,Uber ride to downtown,ride to,2024-03-10,Transportation,ACC4829
TXN004381,309.18,Electric bill payment,bill payment,2024-11-26,Utilities,ACC3033
TXN004382,335.18,Walmart grocery shopping,grocery shopping,2024-01-28,Grocery,ACC8397
TXN004383,304.81,Lunch at Olive Garden,at Olive,2024-12-19,Restaurant,ACC1778
TXN004384,496.63,Electric bill payment,bill payment,2024-09-16,Utilities,ACC2062
TXN004385,289.17,Movie tickets Cinemark,tickets Cinemark,2024-05-28,Entertainment,ACC1258
TXN004386,495.99,Amazon online purchase,online purchase,2024-12-31,Shopping,ACC3713
TXN004387,354.55,Netflix monthly subscription,monthly subscription,2024-07-25,Subscriptions,ACC7893
TXN004388,404.99,Netflix monthly subscription,monthly subscription,2024-11-15,Subscriptions,ACC5856
TXN004389,380.95,Netflix monthly subscription,monthly subscription,2024-10-09,Subscriptions,ACC8474
TXN004390,151.3,Car insurance monthly,insurance monthly,2024-02-15,Insurance,ACC9769
TXN004391,195.13,Netflix monthly subscription,monthly subscription,2024-07-06,Subscriptions,ACC5066
TXN004392,284.84,Electric bill payment,bill payment,2024-03-16,Utilities,ACC5823
TXN004393,444.23,Car insurance monthly,insurance monthly,2024-01-11,Insurance,ACC4185
TXN004394,58.64,Doctor appointment co-pay,appointment co-pay,2024-03-30,Healthcare,ACC4654
TXN004395,389.25,Shell gas station,gas station,2024-05-30,Gas,ACC8043
TXN004396,282.13,Netflix monthly subscription,monthly subscription,2024-07-25,Subscriptions,ACC1897
TXN004397,351.34,Netflix monthly subscription,monthly subscription,2024-07-27,Subscriptions,ACC8749
TXN004398,321.92,Uber ride to downtown,ride to,2024-03-20,Transportation,ACC8490
TXN004399,322.76,Lunch at Olive Garden,at Olive,2024-08-01,Restaurant,ACC3849
TXN004400,283.02,Movie tickets Cinemark,tickets Cinemark,2024-04-20,Entertainment,ACC4737
TXN004401,114.1,Netflix monthly subscription,monthly subscription,2024-09-23,Subscriptions,ACC6927
TXN004402,449.77,Doctor appointment co-pay,appointment co-pay,2024-11-28,Healthcare,ACC9523
TXN004403,379.72,Car insurance monthly,insurance monthly,2024-03-11,Insurance,ACC5664
TXN004404,480.21,Electric bill payment,bill payment,2024-01-02,Utilities,ACC2930
TXN004405,306.95,Netflix monthly subscription,monthly subscription,2024-03-13,Subscriptions,ACC6592
TXN004406,403.27,Car insurance monthly,insurance monthly,2024-01-16,Insurance,ACC3412
TXN004407,382.74,Netflix monthly subscription,monthly subscription,2024-07-26,Subscriptions,ACC9921
TXN004408,219.9,Shell gas station,gas station,2024-12-12,Gas,ACC5358
TXN004409,194.3,Car insurance monthly,insurance monthly,2024-02-17,Insurance,ACC7198
TXN004410,317.02,Uber ride to downtown,ride to,2024-06-25,Transportation,ACC4549
TXN004411,243.55,Car insurance monthly,insurance monthly,2024-01-08,Insurance,ACC7978
TXN004412,384.41,Shell gas station,gas station,2024-02-20,Gas,ACC9659
TXN004413,171.74,Netflix monthly subscription,monthly subscription,2024-06-09,Subscriptions,ACC2969
TXN004414,389.72,Doctor appointment co-pay,appointment co-pay,2024-05-08,Healthcare,ACC7531
TXN004415,124.1,Shell gas station,gas station,2024-10-04,Gas,ACC6091
TXN004416,314.89,Movie tickets Cinemark,tickets Cinemark,2024-09-17,Entertainment,ACC1664
TXN004417,241.82,Shell gas station,gas station,2024-01-16,Gas,ACC4665
TXN004418,335.52,Lunch at Olive Garden,at Olive,2024-01-01,Restaurant,ACC9419
TXN004419,198.38,Netflix monthly subscription,monthly subscription,2024-08-10,Subscriptions,ACC7378
TXN004420,62.81,Lunch at Olive Garden,at Olive,2024-02-02,Restaurant,ACC7343
TXN004421,42.15,Doctor appointment co-pay,appointment co-pay,2024-09-14,Healthcare,ACC4167
TXN004422,412.66,Electric bill payment,bill payment,2024-11-09,Utilities,ACC1417
TXN004423,190.72,Walmart grocery shopping,grocery shopping,2024-01-25,Grocery,ACC1917
TXN004424,44.65,Movie tickets Cinemark,tickets Cinemark,2024-11-09,Entertainment,ACC2198
TXN004425,229.3,Lunch at Olive Garden,at Olive,2024-06-13,Restaurant,ACC3903
TXN004426,101.97,Car insurance monthly,insurance monthly,2024-11-18,Insurance,ACC8263
TXN004427,315.35,Uber ride to downtown,ride to,2024-11-24,Transportation,ACC1824
TXN004428,320.56,Doctor appointment co-pay,appointment co-pay,2024-07-07,Healthcare,ACC5425
TXN004429,223.12,Amazon online purchase,online purchase,2024-01-09,Shopping,ACC5612
TXN004430,33.8,Shell gas station,gas station,2024-07-19,Gas,ACC8356
TXN004431,382.67,Uber ride to downtown,ride to,2024-03-12,Transportation,ACC7744
TXN004432,300.17,Shell gas station,gas station,2024-12-09,Gas,ACC6645
TXN004433,400.34,Car insurance monthly,insurance monthly,2024-01-10,Insurance,ACC9062
TXN004434,461.8,Amazon online purchase,online purchase,2024-11-16,Shopping,ACC1781
TXN004435,351.14,Netflix monthly subscription,monthly subscription,2024-03-23,Subscriptions,ACC2094
TXN004436,201.65,Lunch at Olive Garden,at Olive,2024-05-14,Restaurant,ACC9584
TXN004437,135.09,Car insurance monthly,insurance monthly,2024-12-11,Insurance,ACC4199
TXN004438,229.66,Doctor appointment co-pay,appointment co-pay,2024-04-11,Healthcare,ACC2461
TXN004439,182.15,Electric bill payment,bill payment,2024-03-08,Utilities,ACC3805
TXN004440,458.33,Electric bill payment,bill payment,2024-04-13,Utilities,ACC7575
TXN004441,274.62,Amazon online purchase,online purchase,2024-02-25,Shopping,ACC2296
TXN004442,106.43,Lunch at Olive Garden,at Olive,2024-08-25,Restaurant,ACC3691
TXN004443,43.9,Walmart grocery shopping,grocery shopping,2024-12-13,Grocery,ACC3676
TXN004444,60.75,Uber ride to downtown,ride to,2024-01-01,Transportation,ACC7912
TXN004445,489.87,Car insurance monthly,insurance monthly,2024-05-01,Insurance,ACC6206
TXN004446,250.4,Amazon online purchase,online purchase,2024-03-08,Shopping,ACC6651
TXN004447,99.24,Walmart grocery shopping,grocery shopping,2024-07-11,Grocery,ACC8331
TXN004448,151.88,Car insurance monthly,insurance monthly,2024-02-08,Insurance,ACC5335
TXN004449,364.36,Lunch at Olive Garden,at Olive,2024-10-30,Restaurant,ACC3763
TXN004450,28.65,Electric bill payment,bill payment,2024-10-23,Utilities,ACC7481
TXN004451,26.29,Car insurance monthly,insurance monthly,2024-05-30,Insurance,ACC2548
TXN004452,145.96,Movie tickets Cinemark,tickets Cinemark,2024-08-08,Entertainment,ACC1866
TXN004453,106.42,Amazon online purchase,online purchase,2024-05-01,Shopping,ACC5098
TXN004454,237.85,Uber ride to downtown,ride to,2024-02-22,Transportation,ACC2774
TXN004455,371.75,Amazon online purchase,online purchase,2024-03-13,Shopping,ACC9186
TXN004456,89.31,Car insurance monthly,insurance monthly,2024-12-07,Insurance,ACC4058
TXN004457,417.81,Lunch at Olive Garden,at Olive,2024-02-08,Restaurant,ACC2511
