transaction_id,description,ai_category,original_category,confidence
TXN003978,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN003979,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN003980,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN003981,Amazon online purchase,Shopping,Shopping,0.85
TXN003982,Uber ride to downtown,Transportation,Transportation,0.85
TXN003983,Amazon online purchase,Shopping,Shopping,0.85
TXN003984,Electric bill payment,Utilities,Utilities,0.85
TXN003985,Uber ride to downtown,Transportation,Transportation,0.85
TXN003986,Shell gas station,Gas,Gas,0.85
TXN003987,Uber ride to downtown,Transportation,Transportation,0.85
TXN003988,Uber ride to downtown,Transportation,Transportation,0.85
TXN003989,Uber ride to downtown,Transportation,Transportation,0.85
TXN003990,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN003991,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN003992,Uber ride to downtown,Transportation,Transportation,0.85
TXN003993,Uber ride to downtown,Transportation,Transportation,0.85
TXN003994,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN003995,Shell gas station,Gas,Gas,0.85
TXN003996,Car insurance monthly,Insurance,Insurance,0.85
TXN003997,Electric bill payment,Utilities,Utilities,0.85
TXN003998,Shell gas station,Gas,Gas,0.85
TXN003999,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004000,Shell gas station,Gas,Gas,0.85
TXN004001,Shell gas station,Gas,Gas,0.85
TXN004002,Car insurance monthly,Insurance,Insurance,0.85
TXN004003,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004004,Car insurance monthly,Insurance,Insurance,0.85
TXN004005,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004006,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004007,Shell gas station,Gas,Gas,0.85
TXN004008,Electric bill payment,Utilities,Utilities,0.85
TXN004009,Shell gas station,Gas,Gas,0.85
TXN004010,Shell gas station,Gas,Gas,0.85
TXN004011,Car insurance monthly,Insurance,Insurance,0.85
TXN004012,Shell gas station,Gas,Gas,0.85
TXN004013,Shell gas station,Gas,Gas,0.85
TXN004014,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004015,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004016,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004017,Shell gas station,Gas,Gas,0.85
TXN004018,Amazon online purchase,Shopping,Shopping,0.85
TXN004019,Car insurance monthly,Insurance,Insurance,0.85
TXN004020,Car insurance monthly,Insurance,Insurance,0.85
TXN004021,Car insurance monthly,Insurance,Insurance,0.85
TXN004022,Amazon online purchase,Shopping,Shopping,0.85
TXN004023,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004024,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004025,Uber ride to downtown,Transportation,Transportation,0.85
TXN004026,Amazon online purchase,Shopping,Shopping,0.85
TXN004027,Uber ride to downtown,Transportation,Transportation,0.85
TXN004028,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004029,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004030,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004031,Uber ride to downtown,Transportation,Transportation,0.85
TXN004032,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004033,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004034,Electric bill payment,Utilities,Utilities,0.85
TXN004035,Uber ride to downtown,Transportation,Transportation,0.85
TXN004036,Car insurance monthly,Insurance,Insurance,0.85
TXN004037,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004038,Car insurance monthly,Insurance,Insurance,0.85
TXN004039,Car insurance monthly,Insurance,Insurance,0.85
TXN004040,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004041,Amazon online purchase,Shopping,Shopping,0.85
TXN004042,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004043,Car insurance monthly,Insurance,Insurance,0.85
TXN004044,Uber ride to downtown,Transportation,Transportation,0.85
TXN004045,Car insurance monthly,Insurance,Insurance,0.85
TXN004046,Shell gas station,Gas,Gas,0.85
TXN004047,Amazon online purchase,Shopping,Shopping,0.85
TXN004048,Shell gas station,Gas,Gas,0.85
TXN004049,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004050,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004051,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004052,Shell gas station,Gas,Gas,0.85
TXN004053,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004054,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004055,Amazon online purchase,Shopping,Shopping,0.85
TXN004056,Amazon online purchase,Shopping,Shopping,0.85
TXN004057,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004058,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004059,Electric bill payment,Utilities,Utilities,0.85
TXN004060,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004061,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004062,Car insurance monthly,Insurance,Insurance,0.85
TXN004063,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004064,Shell gas station,Gas,Gas,0.85
TXN004065,Amazon online purchase,Shopping,Shopping,0.85
TXN004066,Car insurance monthly,Insurance,Insurance,0.85
TXN004067,Uber ride to downtown,Transportation,Transportation,0.85
TXN004068,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004069,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004070,Uber ride to downtown,Transportation,Transportation,0.85
TXN004071,Amazon online purchase,Shopping,Shopping,0.85
TXN004072,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004073,Uber ride to downtown,Transportation,Transportation,0.85
TXN004074,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004075,Shell gas station,Gas,Gas,0.85
TXN004076,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004077,Car insurance monthly,Insurance,Insurance,0.85
TXN004078,Shell gas station,Gas,Gas,0.85
TXN004079,Shell gas station,Gas,Gas,0.85
TXN004080,Electric bill payment,Utilities,Utilities,0.85
TXN004081,Shell gas station,Gas,Gas,0.85
TXN004082,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004083,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004084,Uber ride to downtown,Transportation,Transportation,0.85
TXN004085,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004086,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004087,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004088,Car insurance monthly,Insurance,Insurance,0.85
TXN004089,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004090,Shell gas station,Gas,Gas,0.85
TXN004091,Car insurance monthly,Insurance,Insurance,0.85
TXN004092,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004093,Electric bill payment,Utilities,Utilities,0.85
TXN004094,Shell gas station,Gas,Gas,0.85
TXN004095,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004096,Shell gas station,Gas,Gas,0.85
TXN004097,Electric bill payment,Utilities,Utilities,0.85
TXN004098,Uber ride to downtown,Transportation,Transportation,0.85
TXN004099,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004100,Shell gas station,Gas,Gas,0.85
TXN004101,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004102,Shell gas station,Gas,Gas,0.85
TXN004103,Uber ride to downtown,Transportation,Transportation,0.85
TXN004104,Shell gas station,Gas,Gas,0.85
TXN004105,Electric bill payment,Utilities,Utilities,0.85
TXN004106,Shell gas station,Gas,Gas,0.85
TXN004107,Amazon online purchase,Shopping,Shopping,0.85
TXN004108,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004109,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004110,Shell gas station,Gas,Gas,0.85
TXN004111,Electric bill payment,Utilities,Utilities,0.85
TXN004112,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004113,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004114,Car insurance monthly,Insurance,Insurance,0.85
TXN004115,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004116,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004117,Car insurance monthly,Insurance,Insurance,0.85
TXN004118,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004119,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004120,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004121,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004122,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004123,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004124,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004125,Uber ride to downtown,Transportation,Transportation,0.85
TXN004126,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004127,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004128,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004129,Car insurance monthly,Insurance,Insurance,0.85
TXN004130,Uber ride to downtown,Transportation,Transportation,0.85
TXN004131,Car insurance monthly,Insurance,Insurance,0.85
TXN004132,Uber ride to downtown,Transportation,Transportation,0.85
TXN004133,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004134,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004135,Uber ride to downtown,Transportation,Transportation,0.85
TXN004136,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004137,Car insurance monthly,Insurance,Insurance,0.85
TXN004138,Shell gas station,Gas,Gas,0.85
TXN004139,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004140,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004141,Car insurance monthly,Insurance,Insurance,0.85
TXN004142,Car insurance monthly,Insurance,Insurance,0.85
TXN004143,Electric bill payment,Utilities,Utilities,0.85
TXN004144,Uber ride to downtown,Transportation,Transportation,0.85
TXN004145,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004146,Shell gas station,Gas,Gas,0.85
TXN004147,Car insurance monthly,Insurance,Insurance,0.85
TXN004148,Electric bill payment,Utilities,Utilities,0.85
TXN004149,Car insurance monthly,Insurance,Insurance,0.85
TXN004150,Shell gas station,Gas,Gas,0.85
TXN004151,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004152,Amazon online purchase,Shopping,Shopping,0.85
TXN004153,Electric bill payment,Utilities,Utilities,0.85
TXN004154,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004155,Electric bill payment,Utilities,Utilities,0.85
TXN004156,Electric bill payment,Utilities,Utilities,0.85
TXN004157,Amazon online purchase,Shopping,Shopping,0.85
TXN004158,Car insurance monthly,Insurance,Insurance,0.85
TXN004159,Shell gas station,Gas,Gas,0.85
TXN004160,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004161,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004162,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004163,Shell gas station,Gas,Gas,0.85
TXN004164,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004165,Car insurance monthly,Insurance,Insurance,0.85
TXN004166,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004167,Electric bill payment,Utilities,Utilities,0.85
TXN004168,Car insurance monthly,Insurance,Insurance,0.85
TXN004169,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004170,Electric bill payment,Utilities,Utilities,0.85
TXN004171,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004172,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004173,Car insurance monthly,Insurance,Insurance,0.85
TXN004174,Car insurance monthly,Insurance,Insurance,0.85
TXN004175,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004176,Electric bill payment,Utilities,Utilities,0.85
TXN004177,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004178,Amazon online purchase,Shopping,Shopping,0.85
TXN004179,Car insurance monthly,Insurance,Insurance,0.85
TXN004180,Car insurance monthly,Insurance,Insurance,0.85
TXN004181,Electric bill payment,Utilities,Utilities,0.85
TXN004182,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004183,Car insurance monthly,Insurance,Insurance,0.85
TXN004184,Car insurance monthly,Insurance,Insurance,0.85
TXN004185,Car insurance monthly,Insurance,Insurance,0.85
TXN004186,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004187,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004188,Uber ride to downtown,Transportation,Transportation,0.85
TXN004189,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004190,Uber ride to downtown,Transportation,Transportation,0.85
TXN004191,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004192,Shell gas station,Gas,Gas,0.85
TXN004193,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004194,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004195,Uber ride to downtown,Transportation,Transportation,0.85
TXN004196,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004197,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004198,Amazon online purchase,Shopping,Shopping,0.85
TXN004199,Electric bill payment,Utilities,Utilities,0.85
TXN004200,Car insurance monthly,Insurance,Insurance,0.85
TXN004201,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004202,Uber ride to downtown,Transportation,Transportation,0.85
TXN004203,Amazon online purchase,Shopping,Shopping,0.85
TXN004204,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004205,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004206,Car insurance monthly,Insurance,Insurance,0.85
TXN004207,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004208,Uber ride to downtown,Transportation,Transportation,0.85
TXN004209,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004210,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004211,Uber ride to downtown,Transportation,Transportation,0.85
TXN004212,Amazon online purchase,Shopping,Shopping,0.85
TXN004213,Amazon online purchase,Shopping,Shopping,0.85
TXN004214,Shell gas station,Gas,Gas,0.85
TXN004215,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004216,Car insurance monthly,Insurance,Insurance,0.85
TXN004217,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004218,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004219,Car insurance monthly,Insurance,Insurance,0.85
TXN004220,Amazon online purchase,Shopping,Shopping,0.85
TXN004221,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004222,Electric bill payment,Utilities,Utilities,0.85
TXN004223,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004224,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004225,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004226,Uber ride to downtown,Transportation,Transportation,0.85
TXN004227,Electric bill payment,Utilities,Utilities,0.85
TXN004228,Amazon online purchase,Shopping,Shopping,0.85
TXN004229,Amazon online purchase,Shopping,Shopping,0.85
TXN004230,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004231,Uber ride to downtown,Transportation,Transportation,0.85
TXN004232,Uber ride to downtown,Transportation,Transportation,0.85
TXN004233,Car insurance monthly,Insurance,Insurance,0.85
TXN004234,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004235,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004236,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004237,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004238,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004239,Car insurance monthly,Insurance,Insurance,0.85
TXN004240,Amazon online purchase,Shopping,Shopping,0.85
TXN004241,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004242,Uber ride to downtown,Transportation,Transportation,0.85
TXN004243,Car insurance monthly,Insurance,Insurance,0.85
TXN004244,Uber ride to downtown,Transportation,Transportation,0.85
TXN004245,Car insurance monthly,Insurance,Insurance,0.85
TXN004246,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004247,Shell gas station,Gas,Gas,0.85
TXN004248,Shell gas station,Gas,Gas,0.85
TXN004249,Shell gas station,Gas,Gas,0.85
TXN004250,Amazon online purchase,Shopping,Shopping,0.85
TXN004251,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004252,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004253,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004254,Uber ride to downtown,Transportation,Transportation,0.85
TXN004255,Car insurance monthly,Insurance,Insurance,0.85
TXN004256,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004257,Shell gas station,Gas,Gas,0.85
TXN004258,Shell gas station,Gas,Gas,0.85
TXN004259,Car insurance monthly,Insurance,Insurance,0.85
TXN004260,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004261,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004262,Uber ride to downtown,Transportation,Transportation,0.85
TXN004263,Electric bill payment,Utilities,Utilities,0.85
TXN004264,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004265,Amazon online purchase,Shopping,Shopping,0.85
TXN004266,Shell gas station,Gas,Gas,0.85
TXN004267,Car insurance monthly,Insurance,Insurance,0.85
TXN004268,Amazon online purchase,Shopping,Shopping,0.85
TXN004269,Car insurance monthly,Insurance,Insurance,0.85
TXN004270,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004271,Car insurance monthly,Insurance,Insurance,0.85
TXN004272,Car insurance monthly,Insurance,Insurance,0.85
TXN004273,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004274,Shell gas station,Gas,Gas,0.85
TXN004275,Amazon online purchase,Shopping,Shopping,0.85
TXN004276,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004277,Shell gas station,Gas,Gas,0.85
TXN004278,Car insurance monthly,Insurance,Insurance,0.85
TXN004279,Shell gas station,Gas,Gas,0.85
TXN004280,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004281,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004282,Electric bill payment,Utilities,Utilities,0.85
TXN004283,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004284,Car insurance monthly,Insurance,Insurance,0.85
TXN004285,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004286,Electric bill payment,Utilities,Utilities,0.85
TXN004287,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004288,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004289,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004290,Car insurance monthly,Insurance,Insurance,0.85
TXN004291,Shell gas station,Gas,Gas,0.85
TXN004292,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004293,Amazon online purchase,Shopping,Shopping,0.85
TXN004294,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004295,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004296,Electric bill payment,Utilities,Utilities,0.85
TXN004297,Car insurance monthly,Insurance,Insurance,0.85
TXN004298,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004299,Car insurance monthly,Insurance,Insurance,0.85
TXN004300,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004301,Uber ride to downtown,Transportation,Transportation,0.85
TXN004302,Amazon online purchase,Shopping,Shopping,0.85
TXN004303,Uber ride to downtown,Transportation,Transportation,0.85
TXN004304,Electric bill payment,Utilities,Utilities,0.85
TXN004305,Car insurance monthly,Insurance,Insurance,0.85
TXN004306,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004307,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004308,Car insurance monthly,Insurance,Insurance,0.85
TXN004309,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004310,Amazon online purchase,Shopping,Shopping,0.85
TXN004311,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004312,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004313,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004314,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004315,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004316,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004317,Car insurance monthly,Insurance,Insurance,0.85
TXN004318,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004319,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004320,Electric bill payment,Utilities,Utilities,0.85
TXN004321,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004322,Electric bill payment,Utilities,Utilities,0.85
TXN004323,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004324,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004325,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004326,Car insurance monthly,Insurance,Insurance,0.85
TXN004327,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004328,Shell gas station,Gas,Gas,0.85
TXN004329,Shell gas station,Gas,Gas,0.85
TXN004330,Electric bill payment,Utilities,Utilities,0.85
TXN004331,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004332,Electric bill payment,Utilities,Utilities,0.85
TXN004333,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004334,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004335,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004336,Amazon online purchase,Shopping,Shopping,0.85
TXN004337,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004338,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004339,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004340,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004341,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004342,Electric bill payment,Utilities,Utilities,0.85
TXN004343,Car insurance monthly,Insurance,Insurance,0.85
TXN004344,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004345,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004346,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004347,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004348,Amazon online purchase,Shopping,Shopping,0.85
TXN004349,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004350,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004351,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004352,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004353,Car insurance monthly,Insurance,Insurance,0.85
TXN004354,Car insurance monthly,Insurance,Insurance,0.85
TXN004355,Car insurance monthly,Insurance,Insurance,0.85
TXN004356,Shell gas station,Gas,Gas,0.85
TXN004357,Shell gas station,Gas,Gas,0.85
TXN004358,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004359,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004360,Uber ride to downtown,Transportation,Transportation,0.85
TXN004361,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004362,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004363,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004364,Uber ride to downtown,Transportation,Transportation,0.85
TXN004365,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004366,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004367,Car insurance monthly,Insurance,Insurance,0.85
TXN004368,Uber ride to downtown,Transportation,Transportation,0.85
TXN004369,Uber ride to downtown,Transportation,Transportation,0.85
TXN004370,Electric bill payment,Utilities,Utilities,0.85
TXN004371,Shell gas station,Gas,Gas,0.85
TXN004372,Electric bill payment,Utilities,Utilities,0.85
TXN004373,Car insurance monthly,Insurance,Insurance,0.85
TXN004374,Amazon online purchase,Shopping,Shopping,0.85
TXN004375,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004376,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004377,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004378,Electric bill payment,Utilities,Utilities,0.85
TXN004379,Car insurance monthly,Insurance,Insurance,0.85
TXN004380,Uber ride to downtown,Transportation,Transportation,0.85
TXN004381,Electric bill payment,Utilities,Utilities,0.85
TXN004382,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004383,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004384,Electric bill payment,Utilities,Utilities,0.85
TXN004385,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004386,Amazon online purchase,Shopping,Shopping,0.85
TXN004387,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004388,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004389,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004390,Car insurance monthly,Insurance,Insurance,0.85
TXN004391,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004392,Electric bill payment,Utilities,Utilities,0.85
TXN004393,Car insurance monthly,Insurance,Insurance,0.85
TXN004394,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004395,Shell gas station,Gas,Gas,0.85
TXN004396,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004397,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004398,Uber ride to downtown,Transportation,Transportation,0.85
TXN004399,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004400,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004401,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004402,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004403,Car insurance monthly,Insurance,Insurance,0.85
TXN004404,Electric bill payment,Utilities,Utilities,0.85
TXN004405,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004406,Car insurance monthly,Insurance,Insurance,0.85
TXN004407,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004408,Shell gas station,Gas,Gas,0.85
TXN004409,Car insurance monthly,Insurance,Insurance,0.85
TXN004410,Uber ride to downtown,Transportation,Transportation,0.85
TXN004411,Car insurance monthly,Insurance,Insurance,0.85
TXN004412,Shell gas station,Gas,Gas,0.85
TXN004413,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004414,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004415,Shell gas station,Gas,Gas,0.85
TXN004416,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004417,Shell gas station,Gas,Gas,0.85
TXN004418,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004419,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN004420,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004421,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004422,Electric bill payment,Utilities,Utilities,0.85
TXN004423,Walmart grocery shopping,Grocery,Grocery,0.85
TXN004424,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN004425,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN004426,Car insurance monthly,Insurance,Insurance,0.85
TXN004427,Uber ride to downtown,Transportation,Transportation,0.85
TXN004428,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN004429,Amazon online purchase,Shopping,Shopping,0.85
TXN004430,Shell gas station,Gas,Gas,0.85
TXN004431,Uber ride to downtown,Transportation,Transportation,0.85
TXN004432,Shell gas station,Gas,Gas,0.85
TXN004433,Car insurance monthly,Insurance,Insurance,0.85
TXN004434,Amazon online purchase,Shopping,Shopping,0.85
TXN004435,Netflix monthly subscription,Entertainment,Subscriptions,0.85
